0,1,2
58.64749925,58.835715500000006,0
58.835715500000006,59.43571475,0
59.43571475,60.14785775,0
60.14785775,60.58321375,1
60.58321375,60.594642500000006,0
60.594642500000006,60.26392850000001,0
60.26392850000001,60.1900005,0
60.1900005,59.95071400000001,0
59.95071400000001,60.637498750000006,0
60.637498750000006,61.13714350000001,0
61.13714350000001,61.27785775,1
61.27785775,60.53714375000001,0
60.53714375000001,60.743928,1
60.743928,60.362858,0
60.362858,64.25999825,1
64.25999825,63.747142000000004,0
63.747142000000004,63.70964325,0
63.70964325,64.21464250000001,0
64.21464250000001,65.12071425,0
65.12071425,65.32642924999999,0
65.32642924999999,65.07749949999999,0
65.07749949999999,65.44785875000001,0
65.44785875000001,65.91178525,0
65.91178525,66.72892775,0
66.72892775,67.63107099999999,0
67.63107099999999,69.68714325,1
69.68714325,70.37678525,0
70.37678525,71.53750050000002,1
71.53750050000002,72.34571475000001,1
72.34571475000001,72.68249899999998,0
72.68249899999998,70.90107175,0
70.90107175,71.903572,0
71.903572,72.88214475000002,1
72.88214475000002,73.23857125,0
73.23857125,73.52857025,0
73.52857025,74.414999,1
74.414999,74.70892925000003,0
74.70892925000003,75.87964400000001,0
75.87964400000001,77.4039305,0
77.4039305,77.84356875,0
77.84356875,77.812143,0
77.812143,76.85928725,1
76.85928725,75.1367855,0
75.1367855,76.02035725,0
76.02035725,76.84964174999998,1
76.84964174999998,77.8653585,0
77.8653585,78.57071325,0
78.57071325,80.34178725,0
80.34178725,83.49107175,0
83.49107175,84.41892825000002,1
84.41892825000002,83.48178275000002,0
83.48178275000002,85.36750025,1
85.36750025,85.85178575,0
85.85178575,86.29642849999998,0
86.29642849999998,85.6124995,0
85.6124995,85.45500000000001,1
85.45500000000001,86.04214300000002,0
86.04214300000002,87.250002,0
87.250002,88.13428474999998,1
88.13428474999998,87.37250150000001,0
87.37250150000001,86.31499875,0
86.31499875,87.12892925,0
87.12892925,89.69071375,1
89.69071375,88.9828565,0
88.9828565,89.9542865,0
89.9542865,90.2678585,0
90.2678585,90.65607249999998,0
90.65607249999998,90.09321425,0
90.09321425,89.27142875000001,0
89.27142875000001,87.769642,0
87.769642,84.95428475000001,0
84.95428475000001,84.6625,0
84.6625,87.32214175,1
87.32214175,84.8896405,0
84.8896405,83.19285775,0
83.19285775,81.27142925000003,1
81.27142925000003,80.1992855,1
80.1992855,87.48714224999998,1
87.48714224999998,87.09964175,0
87.09964175,86.24107149999998,1
86.24107149999998,84.39928649999997,1
84.39928649999997,83.75071525000001,1
83.75071525000001,83.30285475,0
83.30285475,83.7150005,0
83.7150005,81.63785725,0
81.63785725,80.89214325,0
80.89214325,80.999643,0
80.999643,80.989645,0
80.989645,81.76499725000002,0
81.76499725000002,81.09035850000002,0
81.09035850000002,80.21071450000001,0
80.21071450000001,79.62821375,1
79.62821375,78.502144,0
78.502144,76.89464375,1
76.89464375,76.06892775,0
76.06892775,78.26321225,0
