0,1,2
179.35749825,40.81999975,1
40.81999975,35.0549995,1
35.0549995,32.0350005,0
32.0350005,31.8075005,0
31.8075005,32.739999749999996,0
32.739999749999996,32.217501,1
32.217501,30.16500025,1
30.16500025,28.575000499999998,1
28.575000499999998,28.662499750000002,1
28.662499750000002,28.28749925,0
28.28749925,27.047500499999998,1
27.047500499999998,26.520000500000002,1
26.520000500000002,26.392499750000002,1
26.392499750000002,26.70249975,1
26.70249975,26.9625,0
26.9625,27.275000000000002,0
27.275000000000002,27.402499749999997,1
27.402499749999997,27.532500000000002,0
27.532500000000002,27.91,0
27.91,29.242500000000003,1
29.242500000000003,30.71500025,1
30.71500025,31.5825005,1
31.5825005,31.65,0
31.65,31.880000000000003,0
31.880000000000003,32.74250025,1
32.74250025,32.37250025,1
32.37250025,32.932499,0
32.932499,32.37250025,1
32.37250025,31.602499749999996,1
31.602499749999996,31.442500000000003,1
31.442500000000003,31.07499975,0
31.07499975,31.08750025,0
31.08750025,31.3599995,0
31.3599995,31.582500250000002,0
31.582500250000002,32.28499925,0
32.28499925,31.88499975,0
31.88499975,31.139999250000002,0
31.139999250000002,30.8775,0
30.8775,30.84749975,0
30.84749975,29.36499975,0
29.36499975,28.0775,1
28.0775,28.71500025,0
28.71500025,29.13499975,0
29.13499975,28.987499500000002,1
28.987499500000002,28.470000250000002,1
28.470000250000002,28.7050005,0
28.7050005,28.82499975,1
28.82499975,27.39,1
27.39,23.4300005,1
23.4300005,23.5550005,0
23.5550005,22.5150005,0
22.5150005,21.19999975,1
21.19999975,20.36750025,0
20.36750025,20.87750025,1
20.87750025,21.6899995,1
21.6899995,21.46750025,1
21.46750025,20.69999925,0
20.69999925,20.88500025,0
20.88500025,21.5424995,0
21.5424995,21.900000249999998,0
21.900000249999998,20.90999975,1
20.90999975,20.9125,0
20.9125,20.12000075,1
20.12000075,19.53499975,0
19.53499975,19.4849995,1
19.4849995,19.4525,1
19.4525,19.322500499999997,1
19.322500499999997,19.5075005,0
19.5075005,19.465,1
19.465,19.31750025,1
19.31750025,19.192500000000003,0
19.192500000000003,19.21749975,1
19.21749975,19.2175,1
19.2175,18.36750025,1
18.36750025,17.90749975,0
17.90749975,18.445,0
18.445,18.9199995,0
18.9199995,19.07000025,0
19.07000025,18.904999500000002,0
18.904999500000002,19.195,1
19.195,20.78250025,1
20.78250025,20.93999975,0
20.93999975,21.527499749999997,1
21.527499749999997,22.11,0
22.11,21.7050005,0
21.7050005,22.6050005,0
22.6050005,22.84750025,1
22.84750025,22.9175,0
22.9175,21.22750075,1
21.22750075,20.7275,0
20.7275,20.337500249999998,0
20.337500249999998,20.6175,0
20.6175,21.17000025,0
21.17000025,22.0975,1
22.0975,22.164999999999996,0
22.164999999999996,22.104999499999998,0
22.104999499999998,22.02000025,1
22.02000025,21.2274995,0
21.2274995,20.427500000000002,0
20.427500000000002,20.284999250000002,0
20.284999250000002,19.74000025,0
19.74000025,19.79999975,0
19.79999975,19.63749975,0
19.63749975,19.64249975,0
19.64249975,19.5375,0
19.5375,19.8075,0
19.8075,19.340000250000003,0
19.340000250000003,18.9649995,0
18.9649995,19.25,0
19.25,19.412499750000002,0
19.412499750000002,23.61499975,1
23.61499975,22.9074995,0
22.9074995,22.27499975,1
22.27499975,21.04000025,1
21.04000025,21.185,0
21.185,21.300000250000004,1
21.300000250000004,21.1875,0
21.1875,21.19250025,1
21.19250025,20.66000025,0
20.66000025,20.305,1
20.305,19.574999249999998,1
19.574999249999998,19.565000249999997,0
19.565000249999997,19.7850005,0
19.7850005,21.22250025,1
21.22250025,22.165000000000003,0
22.165000000000003,22.97999975,1
22.97999975,23.455000000000002,0
23.455000000000002,23.10750025,1
23.10750025,23.77999975,0
23.77999975,24.28499975,1
24.28499975,25.44500025,0
25.44500025,26.0375,0
26.0375,26.1350005,0
26.1350005,26.875,1
26.875,27.505000000000003,1
27.505000000000003,27.725,0
27.725,27.2399995,0
27.2399995,27.654999749999998,0
27.654999749999998,27.30499975,0
27.30499975,27.295000249999998,1
27.295000249999998,27.57,0
27.57,27.9875,0
27.9875,27.7725,0
27.7725,28.0025,1
28.0025,27.51999975,0
27.51999975,26.71,0
26.71,27.3699995,0
27.3699995,27.6025,0
27.6025,27.395,0
27.395,26.512500250000002,1
